_id,ota,information.latitude,information.longitude,information.city,information.postalCode,information.chainName
1098104_CLEARTRIP,CLEARTRIP,15.598221,73.773384,Goa,403507,OYO Rooms
1098132_CLEARTRIP,CLEARTRIP,30.87244,75.91101,Ludhiana,141003,OYO Rooms
1098136_CLEARTRIP,CLEARTRIP,10.240341,77.50253,Kodaikanal,624101,NA
1098124_CLEARTRIP,CLEARTRIP,12.839102,77.66499,Bangalore,560100,OYO Rooms
1099100_CLEARTRIP,CLEARTRIP,32.20185,76.32135,Dharamshala,176215,OYO Rooms
1100748_CLEARTRIP,CLEARTRIP,31.09166,77.17779,Shimla,171002,OYO Rooms
1098138_CLEARTRIP,CLEARTRIP,12.991854,77.588295,Bangalore,560052,NA
1116502_CLEARTRIP,CLEARTRIP,17.384974,78.48256,Hyderabad,500095,OYO Rooms
1098116_CLEARTRIP,CLEARTRIP,12.966716,77.641174,Bangalore,560008,OYO Rooms
1116508_CLEARTRIP,CLEARTRIP,17.41183,78.44377,Hyderabad,500034,OYO Rooms
1116516_CLEARTRIP,CLEARTRIP,17.43343,78.3744,Hyderabad,500081,OYO Rooms
1116520_CLEARTRIP,CLEARTRIP,11.661699,92.7349,Port Blair,NA,NA
1116530_CLEARTRIP,CLEARTRIP,25.303968,82.990005,Varanasi,221001,NA
1116532_CLEARTRIP,CLEARTRIP,34.1721,77.57517,Leh,194101,NA
1116536_CLEARTRIP,CLEARTRIP,30.341585,78.06098,Dehradun,248001,NA
1116538_CLEARTRIP,CLEARTRIP,17.447222,78.3805,Hyderabad,500081,OYO Rooms
1126556_CLEARTRIP,CLEARTRIP,32.250687,77.177155,Manali,175131,NA
1126562_CLEARTRIP,CLEARTRIP,31.617765,74.87317,Amritsar,143001,NA
1126564_CLEARTRIP,CLEARTRIP,28.481428,77.09192,Gurgaon,122001,OYO Rooms
1126610_CLEARTRIP,CLEARTRIP,22.309004,73.17944,Vadodara,390005,OYO Rooms
1097828_CLEARTRIP,CLEARTRIP,28.542196,77.1283,New Delhi,110037,NA
1132516_CLEARTRIP,CLEARTRIP,26.83584,80.924194,Lucknow,226004,OYO Rooms
1136714_CLEARTRIP,CLEARTRIP,17.42848,78.43941,Hyderabad,500073,OYO Rooms
1136718_CLEARTRIP,CLEARTRIP,26.451118,80.30962,Kanpur,208006,NA
1136794_CLEARTRIP,CLEARTRIP,30.339449,76.40051,Patiala,147001,NA
1136858_CLEARTRIP,CLEARTRIP,15.476657,73.80931,Goa,403002,OYO Rooms
1136860_CLEARTRIP,CLEARTRIP,34.621414,77.37791,Leh,194101,NA
1102736_CLEARTRIP,CLEARTRIP,26.888489,75.80863,Jaipur,302015,Citrus Hotels
1136892_CLEARTRIP,CLEARTRIP,15.5692,73.75368,Goa,403516,NA
1126594_CLEARTRIP,CLEARTRIP,26.852755,81.026215,Lucknow,226010,OYO Rooms
1136972_CLEARTRIP,CLEARTRIP,31.88361,77.1481,Kullu,175101,V Resorts
1136894_CLEARTRIP,CLEARTRIP,19.100166,72.881424,Mumbai,400069, Treebo Hotels
1136988_CLEARTRIP,CLEARTRIP,15.008113,74.02725,Goa,403702,NA
1137002_CLEARTRIP,CLEARTRIP,24.489843,86.693436,Deoghar,814112,NA
1137010_CLEARTRIP,CLEARTRIP,13.062236,80.27459,Chennai,600005,Vista Rooms
1162034_CLEARTRIP,CLEARTRIP,19.068033,73.46326,Mumbai,410201,NA
1162072_CLEARTRIP,CLEARTRIP,19.991697,73.78258,Nashik,422011,Vista Rooms
1136884_CLEARTRIP,CLEARTRIP,30.318254,78.04003,Dehradun,248001,NA
1162070_CLEARTRIP,CLEARTRIP,18.591791,73.74513,Pune,411057,NA
122936_CLEARTRIP,CLEARTRIP,15.687629,73.70775,Goa,403518,NA
122890_CLEARTRIP,CLEARTRIP,12.985027,77.57921,Bangalore,560001,Hotelrez
1136874_CLEARTRIP,CLEARTRIP,21.63525,85.60657,Keonjhar,758001,NA
1282152_CLEARTRIP,CLEARTRIP,9.965882,76.28827,Kochi,682016,OYO Rooms
1282194_CLEARTRIP,CLEARTRIP,18.752924,73.40552,Lonavala,410401,Vista Rooms
1292376_CLEARTRIP,CLEARTRIP,32.23599,77.19474,Manali,175131,OYO Rooms
1302414_CLEARTRIP,CLEARTRIP,28.647774,77.18863,New Delhi,110 005,NA
123303_CLEARTRIP,CLEARTRIP,28.65269,77.19468,New Delhi,110005,NA
123148_CLEARTRIP,CLEARTRIP,8.838432,76.67942,Kollam,691334,NA
123173_CLEARTRIP,CLEARTRIP,32.221375,77.1997,Manali,175131,Club Mahindra
1306520_CLEARTRIP,CLEARTRIP,31.634537,74.86729,Amritsar,143001,OYO Rooms
1315038_CLEARTRIP,CLEARTRIP,23.140182,75.79082,Ujjain,456664,Vista Rooms
1315512_CLEARTRIP,CLEARTRIP,30.979599,77.112,Shimla,173215,OYO Rooms
1316534_CLEARTRIP,CLEARTRIP,20.371237,72.92303,Vapi,396195,Vista Rooms
1323064_CLEARTRIP,CLEARTRIP,19.72504,73.63134,Nashik,416712,NA
1323068_CLEARTRIP,CLEARTRIP,19.058033,72.84574,Mumbai,400051,Vista Rooms
1323074_CLEARTRIP,CLEARTRIP,19.865814,75.31197,Aurangabad,431001,Vista Rooms
1323088_CLEARTRIP,CLEARTRIP,19.876202,75.349976,Aurangabad,431001,Vista Rooms
1313554_CLEARTRIP,CLEARTRIP,23.02513,72.55424,Ahmedabad,380006,Vista Rooms
1323138_CLEARTRIP,CLEARTRIP,18.7539,74.2473,Pune,412209,NA
1323096_CLEARTRIP,CLEARTRIP,12.330636,76.64542,Mysore,570015,OYO Rooms
1323188_CLEARTRIP,CLEARTRIP,22.916845,76.00322,Indore,455111,Vista Rooms
1323176_CLEARTRIP,CLEARTRIP,32.246822,77.1808,Manali,175131,NA
1312802_CLEARTRIP,CLEARTRIP,12.831238,77.41225,Bangalore,560100,NA
1323060_CLEARTRIP,CLEARTRIP,12.315991,76.65818,Mysore,570001,OYO Rooms
1323214_CLEARTRIP,CLEARTRIP,22.30814,73.17509,Vadodara,390007,OYO Rooms
1323218_CLEARTRIP,CLEARTRIP,19.93831,73.53343,Trimbakeshwar,422212,NA
1323228_CLEARTRIP,CLEARTRIP,10.80737,78.68142,Trichy,620001,OYO Rooms
1323240_CLEARTRIP,CLEARTRIP,9.916728,78.10597,Madurai,625016,OYO Rooms
1323226_CLEARTRIP,CLEARTRIP,15.534346,73.76021,Goa,403516,OYO Rooms
1323266_CLEARTRIP,CLEARTRIP,20.426043,72.83209,Daman,396210,Vista Rooms
1323296_CLEARTRIP,CLEARTRIP,15.576186,73.74685,Goa,403509,NA
1323418_CLEARTRIP,CLEARTRIP,13.055514,80.2119,Chennai,600026,vista
1323454_CLEARTRIP,CLEARTRIP,13.05443,80.260185,Chennai,600002,Vista Rooms
1323222_CLEARTRIP,CLEARTRIP,19.869577,75.327644,Aurangabad,431005,OYO Rooms
1323470_CLEARTRIP,CLEARTRIP,17.712225,83.300064,Visakhapatnam,530020,OYO Rooms
1323680_CLEARTRIP,CLEARTRIP,19.872171,75.315056,Aurangabad,431005,Vista Rooms
1323694_CLEARTRIP,CLEARTRIP,11.001331,76.969986,Coimbatore,641018,Vista Rooms
1323496_CLEARTRIP,CLEARTRIP,17.720432,83.31331,Visakhapatnam,530003,OYO Rooms
1323702_CLEARTRIP,CLEARTRIP,15.551688,73.76633,Goa,403516,Vista Rooms
1323708_CLEARTRIP,CLEARTRIP,26.939022,75.8374,Jaipur,302002,OYO Rooms
1323748_CLEARTRIP,CLEARTRIP,15.269063,74.05064,Goa,403708,Vista Rooms
1323724_CLEARTRIP,CLEARTRIP,11.011384,76.96559,Coimbatore,641009,Vista Rooms
1323486_CLEARTRIP,CLEARTRIP,17.44459,78.36052,Hyderabad,500032,OYO Rooms
1323542_CLEARTRIP,CLEARTRIP,26.064314,76.429085,Sawai Madhopur,NA,NA
1323774_CLEARTRIP,CLEARTRIP,12.446692,75.97652,Coorg,571234,Vista Rooms
1323778_CLEARTRIP,CLEARTRIP,12.424439,75.73603,Coorg,571201,Vista Rooms
1323818_CLEARTRIP,CLEARTRIP,20.71716,70.981346,Diu,362520,Vista Rooms
1323834_CLEARTRIP,CLEARTRIP,15.333396,76.46668,Hampi,583239,Vista Rooms
1323816_CLEARTRIP,CLEARTRIP,15.341425,76.45513,Hampi,583234,NA
1323846_CLEARTRIP,CLEARTRIP,15.348631,75.14198,Hubli-Dharwad,580020,NA
1323848_CLEARTRIP,CLEARTRIP,15.369007,75.119194,Hubli-Dharwad,580031,NA
1323872_CLEARTRIP,CLEARTRIP,26.253122,72.94195,Jodhpur,342007,Vista Rooms
1323920_CLEARTRIP,CLEARTRIP,20.60986,72.92659,Valsad,396001,NA
1324026_CLEARTRIP,CLEARTRIP,26.881979,75.797356,Jaipur,302015,OYO Rooms
1323808_CLEARTRIP,CLEARTRIP,26.94118,75.84869,Jaipur,302002,OYO Rooms
1324088_CLEARTRIP,CLEARTRIP,18.94301,72.82904,Mumbai,400002,Vista Rooms
1324038_CLEARTRIP,CLEARTRIP,15.49529,73.82636,Goa,403001,Vista Rooms
1324230_CLEARTRIP,CLEARTRIP,17.987427,73.88765,Wai,412803,NA
1324312_CLEARTRIP,CLEARTRIP,30.721159,76.85381,Chandigarh,134114,OYO Rooms
1324362_CLEARTRIP,CLEARTRIP,31.628157,74.88576,Amritsar,143001,OYO Rooms
1324372_CLEARTRIP,CLEARTRIP,31.32201,75.57296,Jalandhar,144001,OYO Rooms
1324402_CLEARTRIP,CLEARTRIP,28.55887,77.24669,New Delhi,110065,OYO Rooms
1324392_CLEARTRIP,CLEARTRIP,28.485916,77.50734,Noida,201308,OYO Rooms
1324262_CLEARTRIP,CLEARTRIP,17.440626,78.48057,Secunderabad,500003,OYO Rooms
1324200_CLEARTRIP,CLEARTRIP,9.603182,77.1643,Thekkady,685509,Vista Rooms
1324414_CLEARTRIP,CLEARTRIP,24.588999,73.68175,Udaipur,313001,OYO Rooms
1324416_CLEARTRIP,CLEARTRIP,18.513622,73.844696,Pune,411030,OYO Rooms
1324420_CLEARTRIP,CLEARTRIP,28.542608,77.24191,New Delhi,110019,OYO Rooms
1324426_CLEARTRIP,CLEARTRIP,28.640825,77.209496,New Delhi,110055,OYO Rooms
1324428_CLEARTRIP,CLEARTRIP,28.473812,77.10577,Gurgaon,122002,OYO Rooms
1324434_CLEARTRIP,CLEARTRIP,28.44406,77.054375,Gurgaon,122001,OYO Rooms
1324476_CLEARTRIP,CLEARTRIP,29.39805,79.44454,Nainital,263139,OYO Rooms
1324510_CLEARTRIP,CLEARTRIP,28.55447,77.35737,Noida,201301,OYO Rooms
1324502_CLEARTRIP,CLEARTRIP,30.348557,78.06223,Dehradun,248001,OYO Rooms
1324604_CLEARTRIP,CLEARTRIP,18.539158,73.89886,Pune,411001,OYO Rooms
1324450_CLEARTRIP,CLEARTRIP,22.572659,88.3639,Kolkata,700001,OYO Rooms
1324616_CLEARTRIP,CLEARTRIP,18.535152,73.8765,Pune,411001,OYO Rooms
1324662_CLEARTRIP,CLEARTRIP,12.96231,77.60301,Bangalore,560025,OYO Rooms
1324730_CLEARTRIP,CLEARTRIP,29.360703,79.48279,Nainital,263127,NA
1324740_CLEARTRIP,CLEARTRIP,11.5357275,76.04434,Wayanad,673576,NA
1324466_CLEARTRIP,CLEARTRIP,28.66763,77.09258,New Delhi,110063,OYO Rooms
1324784_CLEARTRIP,CLEARTRIP,9.684243,76.90538,Vagamon,NA,NA
1324792_CLEARTRIP,CLEARTRIP,10.136357,76.66229,Kothamangalam,686681,NA
1324778_CLEARTRIP,CLEARTRIP,27.160973,78.03181,Agra,282001,OYO Rooms
1324800_CLEARTRIP,CLEARTRIP,9.967632,76.245834,Kochi,682001,NA
1324806_CLEARTRIP,CLEARTRIP,23.156374,79.91821,Jabalpur,482001,OYO Rooms
1324812_CLEARTRIP,CLEARTRIP,30.124353,78.330376,Rishikesh,NA,NA
1324824_CLEARTRIP,CLEARTRIP,30.680456,76.74626,Chandigarh,160065,OYO Rooms
1324520_CLEARTRIP,CLEARTRIP,28.643028,77.2111,New Delhi,110055,OYO Rooms
1324848_CLEARTRIP,CLEARTRIP,11.928759,79.83326,Pondicherry,605001,OYO Rooms
1324850_CLEARTRIP,CLEARTRIP,29.844526,79.60388,Kausani,263620,NA
1324840_CLEARTRIP,CLEARTRIP,9.519469,76.355385,Alleppey,688006,NA
1324854_CLEARTRIP,CLEARTRIP,11.942909,79.83051,Pondicherry,605003,OYO Rooms
1324820_CLEARTRIP,CLEARTRIP,32.250656,77.17799,Manali,175131,OYO Rooms
1324868_CLEARTRIP,CLEARTRIP,26.855986,75.827,Jaipur,302017,NA
1324826_CLEARTRIP,CLEARTRIP,30.70247,76.79426,Chandigarh,160017,OYO Rooms
1324880_CLEARTRIP,CLEARTRIP,9.414034,76.38081,Alleppey,688505,OYO Rooms
1324874_CLEARTRIP,CLEARTRIP,11.245301,75.787125,Kozhikode,673002,OYO Rooms
1324914_CLEARTRIP,CLEARTRIP,12.953912,77.719246,Bangalore,560037,OYO Rooms
1324872_CLEARTRIP,CLEARTRIP,12.116914,75.15504,Payyannur,671350,NA
1324926_CLEARTRIP,CLEARTRIP,15.485413,73.811295,Goa,403001,OYO Rooms
1324940_CLEARTRIP,CLEARTRIP,12.966492,77.60464,Bangalore,560025,OYO Rooms
1324948_CLEARTRIP,CLEARTRIP,12.961302,77.59507,Bangalore,560027,OYO Rooms
1325038_CLEARTRIP,CLEARTRIP,26.876543,75.717926,Jaipur,302024,OYO Rooms
1325042_CLEARTRIP,CLEARTRIP,31.426443,78.264885,Kinnaur,172106,NA
1324878_CLEARTRIP,CLEARTRIP,27.157244,78.050476,Agra,282001,NA
1325056_CLEARTRIP,CLEARTRIP,17.713755,83.2967,Visakhapatnam,530004,OYO Rooms
1325058_CLEARTRIP,CLEARTRIP,33.09024,75.327156,Patnitop,182142,NA
1325046_CLEARTRIP,CLEARTRIP,31.12647,77.14681,Shimla,NA,NA
1325062_CLEARTRIP,CLEARTRIP,17.445366,78.38331,Hyderabad,500081,OYO Rooms
1325064_CLEARTRIP,CLEARTRIP,13.626574,79.43173,Tirupati,517501,OYO Rooms
1325066_CLEARTRIP,CLEARTRIP,13.639471,79.42791,Tirupati,517501,OYO Rooms
1325070_CLEARTRIP,CLEARTRIP,16.514612,80.66901,Vijayawada,520008,OYO Rooms
1325086_CLEARTRIP,CLEARTRIP,16.51574,80.62699,Vijayawada,520003,OYO Rooms
1325084_CLEARTRIP,CLEARTRIP,17.725409,83.30008,Visakhapatnam,530016,OYO Rooms
1324908_CLEARTRIP,CLEARTRIP,12.96231,77.60301,Bangalore,560027,OYO Rooms
1325104_CLEARTRIP,CLEARTRIP,26.478285,80.35037,Kanpur,208001,OYO Rooms
1325128_CLEARTRIP,CLEARTRIP,23.019186,72.5685,Ahmedabad,380006,OYO Rooms
1325044_CLEARTRIP,CLEARTRIP,26.488201,80.32663,Kanpur,208001,NA
1325154_CLEARTRIP,CLEARTRIP,21.16138,79.07891,Nagpur,440016,OYO Rooms
1325138_CLEARTRIP,CLEARTRIP,21.190699,72.84231,Surat,395002,OYO Rooms
1325170_CLEARTRIP,CLEARTRIP,26.870956,81.01502,Lucknow,226010,NA
1325172_CLEARTRIP,CLEARTRIP,10.218575,77.47819,Kodaikanal,624103,OYO Rooms
1325116_CLEARTRIP,CLEARTRIP,29.384548,79.46117,Nainital,263139,NA
1325094_CLEARTRIP,CLEARTRIP,19.045399,72.86442,Mumbai,400 022,OYO Rooms
1325200_CLEARTRIP,CLEARTRIP,31.627491,74.88979,Amritsar,143001,OYO Rooms
1325204_CLEARTRIP,CLEARTRIP,32.243725,77.18939,Manali,175131,OYO Rooms
1325220_CLEARTRIP,CLEARTRIP,24.589624,72.712715,Mount Abu,307501,OYO Rooms
1325210_CLEARTRIP,CLEARTRIP,30.636997,76.89437,Chandigarh,160104,OYO Rooms
1325246_CLEARTRIP,CLEARTRIP,28.496336,77.103806,Gurgaon,122002,OYO Rooms
1325258_CLEARTRIP,CLEARTRIP,30.458782,78.05952,Mussoorie,248179,OYO Rooms
1325284_CLEARTRIP,CLEARTRIP,13.054605,80.1998,Chennai,600093,NA
1325202_CLEARTRIP,CLEARTRIP,32.224182,77.19018,Manali,175131,OYO Rooms
1325394_CLEARTRIP,CLEARTRIP,22.645912,88.43372,Kolkata,700081,OYO Rooms
1325384_CLEARTRIP,CLEARTRIP,22.562243,88.46488,Kolkata,700156,OYO Rooms
1325192_CLEARTRIP,CLEARTRIP,10.247289,77.48558,Kodaikanal,624101,OYO Rooms
1325442_CLEARTRIP,CLEARTRIP,22.752436,75.88737,Indore,452010,OYO Rooms
1325456_CLEARTRIP,CLEARTRIP,22.66748,75.82147,Indore,452012,OYO Rooms
1325432_CLEARTRIP,CLEARTRIP,32.251553,77.182274,Manali,175131,NA
1325492_CLEARTRIP,CLEARTRIP,22.74691,75.896996,Indore,452001,OYO Rooms
1325534_CLEARTRIP,CLEARTRIP,20.420301,72.83267,Daman,396210,OYO Rooms
1325548_CLEARTRIP,CLEARTRIP,26.842712,80.99066,Lucknow,226010,OYO Rooms
1325572_CLEARTRIP,CLEARTRIP,11.990878,79.82545,Pondicherry,605101,OYO Rooms
1325570_CLEARTRIP,CLEARTRIP,27.497034,77.67097,Mathura,281003,OYO Rooms
1325574_CLEARTRIP,CLEARTRIP,20.490608,85.84452,Cuttack,753008,OYO Rooms
1325578_CLEARTRIP,CLEARTRIP,32.236168,76.324745,Dharamshala,176219,NA
1325582_CLEARTRIP,CLEARTRIP,26.802708,80.89567,Lucknow,226018,OYO Rooms
1325584_CLEARTRIP,CLEARTRIP,25.296837,83.003265,Varanasi,221001,OYO Rooms
1325586_CLEARTRIP,CLEARTRIP,25.34279,82.97338,Varanasi,221002,OYO Rooms
1325312_CLEARTRIP,CLEARTRIP,28.46777,77.07994,Gurgaon,122002,OYO Rooms
1325564_CLEARTRIP,CLEARTRIP,11.933746,79.77517,Pondicherry,605013,OYO Rooms
1325600_CLEARTRIP,CLEARTRIP,30.369198,78.07452,Dehradun,248001,OYO Rooms
1325624_CLEARTRIP,CLEARTRIP,31.636602,74.87415,Amritsar,143001,OYO Rooms
1325614_CLEARTRIP,CLEARTRIP,15.495207,73.81975,Goa,403001,OYO Rooms
1325680_CLEARTRIP,CLEARTRIP,23.020077,72.559875,Ahmedabad,380006,OYO Rooms
1325644_CLEARTRIP,CLEARTRIP,12.9717045,80.191025,Chennai,600100,NA
1325672_CLEARTRIP,CLEARTRIP,12.948001,77.59455,Bangalore,560027,NA
1325682_CLEARTRIP,CLEARTRIP,24.594196,73.769516,Udaipur,313001,OYO Rooms
1325684_CLEARTRIP,CLEARTRIP,23.026173,72.56561,Ahmedabad,380006,OYO Rooms
1325634_CLEARTRIP,CLEARTRIP,31.63709,74.865456,Amritsar,143001,OYO Rooms
1325704_CLEARTRIP,CLEARTRIP,15.518742,73.76457,Goa,403515,OYO Rooms
1325728_CLEARTRIP,CLEARTRIP,15.59684,73.738106,Goa,403509,OYO Rooms
1325730_CLEARTRIP,CLEARTRIP,27.156672,78.05023,Agra,282001,OYO Rooms
1325732_CLEARTRIP,CLEARTRIP,15.291088,73.910805,Goa,403708,OYO Rooms
1325736_CLEARTRIP,CLEARTRIP,25.309837,83.003876,Varanasi,221001,OYO Rooms
1325742_CLEARTRIP,CLEARTRIP,29.395235,79.44348,Nainital,263001,OYO Rooms
1325746_CLEARTRIP,CLEARTRIP,15.533512,73.76152,Goa,403516,OYO Rooms
1325750_CLEARTRIP,CLEARTRIP,30.30409,78.011856,Dehradun,248001,OYO Rooms
1325754_CLEARTRIP,CLEARTRIP,8.496683,76.949005,Trivandrum,695001,OYO Rooms
1325756_CLEARTRIP,CLEARTRIP,8.520437,76.94527,Trivandrum,695004,OYO Rooms
1325748_CLEARTRIP,CLEARTRIP,28.542585,77.2419,New Delhi,110019,NA
1325726_CLEARTRIP,CLEARTRIP,27.15814,78.00039,Agra,282001,OYO Rooms
1325758_CLEARTRIP,CLEARTRIP,9.982896,76.28216,Kochi,682035,OYO Rooms
1325762_CLEARTRIP,CLEARTRIP,10.014521,76.34252,Kochi,682030,OYO Rooms
1325764_CLEARTRIP,CLEARTRIP,10.088933,77.059525,Munnar,685612,OYO Rooms
1325760_CLEARTRIP,CLEARTRIP,9.949963,76.31674,Kochi,682304,OYO Rooms
1325768_CLEARTRIP,CLEARTRIP,9.492339,76.33374,Alleppey,688001,OYO Rooms
1325826_CLEARTRIP,CLEARTRIP,9.638281,9.638281,Alleppey,688555,OYO Rooms
1325778_CLEARTRIP,CLEARTRIP,15.599967,73.747604,Goa,403509,OYO Rooms
1325840_CLEARTRIP,CLEARTRIP,29.485657,79.13474,Corbett,244715,NA
1325864_CLEARTRIP,CLEARTRIP,12.947589,80.18934,Chennai,600117,NA
1325892_CLEARTRIP,CLEARTRIP,29.407806,79.00292,Corbett,244715,OYO Rooms
1325932_CLEARTRIP,CLEARTRIP,26.453922,74.63287,Ajmer,305001,OYO Rooms
1325996_CLEARTRIP,CLEARTRIP,30.118551,78.30582,Rishikesh,249201,OYO Rooms
1325966_CLEARTRIP,CLEARTRIP,30.733957,76.77893,Chandigarh,160022,NA
1326056_CLEARTRIP,CLEARTRIP,15.498285,73.83258,Goa,403501,OYO Rooms
1325724_CLEARTRIP,CLEARTRIP,10.679912,79.85093,Velankanni,611111,NA
1326050_CLEARTRIP,CLEARTRIP,15.553591,73.780075,Goa,403511,OYO Rooms
1326060_CLEARTRIP,CLEARTRIP,15.519775,73.76781,Goa,403515,OYO Rooms
1325776_CLEARTRIP,CLEARTRIP,15.657033,73.71964,Goa,403512,OYO Rooms
1326068_CLEARTRIP,CLEARTRIP,22.716412,75.876045,Indore,452001,OYO Rooms
1326088_CLEARTRIP,CLEARTRIP,22.294058,70.80294,Rajkot,360001,OYO Rooms
1326072_CLEARTRIP,CLEARTRIP,22.584597,88.40904,Kolkata,700064,OYO Rooms
1326122_CLEARTRIP,CLEARTRIP,23.020098,72.50687,Ahmedabad,380015,OYO Rooms
1326130_CLEARTRIP,CLEARTRIP,23.162941,79.94558,Jabalpur,482001,OYO Rooms
1326134_CLEARTRIP,CLEARTRIP,21.258984,81.5952,Raipur,492001,NA
1326152_CLEARTRIP,CLEARTRIP,17.922916,73.70288,Mahabaleshwar,412806,NA
1326132_CLEARTRIP,CLEARTRIP,23.235075,77.43304,Bhopal,462011,OYO Rooms
1326202_CLEARTRIP,CLEARTRIP,20.42185,72.84168,Daman,396210,OYO Rooms
1326208_CLEARTRIP,CLEARTRIP,17.437506,78.38947,Hyderabad,500081,OYO Rooms
1326228_CLEARTRIP,CLEARTRIP,21.223558,81.68792,Raipur,492001,NA
1326238_CLEARTRIP,CLEARTRIP,31.635237,74.873245,Amritsar,143006,NA
1326220_CLEARTRIP,CLEARTRIP,19.100618,72.8275,Mumbai,400049,OYO Rooms
1326242_CLEARTRIP,CLEARTRIP,32.252644,77.18071,Manali,175131,OYO Rooms
1326250_CLEARTRIP,CLEARTRIP,32.22507,77.18985,Manali,175131,OYO Rooms
1326268_CLEARTRIP,CLEARTRIP,23.076027,72.52273,Ahmedabad,380060,OYO Rooms
1326276_CLEARTRIP,CLEARTRIP,18.663765,73.81907,Pune,411062,NA
1326288_CLEARTRIP,CLEARTRIP,17.433184,78.36796,Hyderabad,500033,OYO Rooms
1326070_CLEARTRIP,CLEARTRIP,22.585232,88.40334,Kolkata,700064,OYO Rooms
1326290_CLEARTRIP,CLEARTRIP,17.393187,78.47357,Hyderabad,500001,OYO Rooms
1326298_CLEARTRIP,CLEARTRIP,16.502975,80.6404,Vijayawada,520010,OYO Rooms
1326292_CLEARTRIP,CLEARTRIP,25.123566,73.546555,Kumbhalgarh,313325,NA
1326308_CLEARTRIP,CLEARTRIP,30.901035,75.821785,Ludhiana,141001,OYO Rooms
1326278_CLEARTRIP,CLEARTRIP,17.70642,83.30976,Visakhapatnam,530002,OYO Rooms
1326212_CLEARTRIP,CLEARTRIP,19.139214,73.0028,Navi Mumbai,400701,OYO Rooms
1326318_CLEARTRIP,CLEARTRIP,18.592957,73.741585,Pune,411057,OYO Rooms
1326322_CLEARTRIP,CLEARTRIP,16.512278,80.62929,Vijayawada,520002,OYO Rooms
1326326_CLEARTRIP,CLEARTRIP,13.59954,79.34017,Tirupati,517505,OYO Rooms
1326312_CLEARTRIP,CLEARTRIP,19.07797,72.87966,Mumbai,400099,Taj Hotels Resorts and Palaces
1326356_CLEARTRIP,CLEARTRIP,13.043401,80.25339,Chennai,600086,NA
1326348_CLEARTRIP,CLEARTRIP,31.10387,77.16952,Shimla,171009,OYO Rooms
1326358_CLEARTRIP,CLEARTRIP,30.704222,76.70885,Chandigarh,160071,OYO Rooms
1326402_CLEARTRIP,CLEARTRIP,21.191595,81.27188,Durg,491001,NA
1326386_CLEARTRIP,CLEARTRIP,21.165983,72.77704,Surat,395007,OYO Rooms
1326324_CLEARTRIP,CLEARTRIP,13.036143,80.27791,Chennai,600004,NA
1326434_CLEARTRIP,CLEARTRIP,28.484331,77.01333,Gurgaon,122001,OYO Rooms
1326788_CLEARTRIP,CLEARTRIP,12.321329,76.6476,Mysore,570021,OYO Rooms
1326820_CLEARTRIP,CLEARTRIP,21.256239,81.6529,Raipur,492001,NA
1326772_CLEARTRIP,CLEARTRIP,23.322758,85.30734,Ranchi,834003,OYO Rooms
1326832_CLEARTRIP,CLEARTRIP,30.64054,76.822525,Chandigarh,140603,OYO Rooms
1326864_CLEARTRIP,CLEARTRIP,19.128386,72.864136,Mumbai,400093,OYO Rooms
1326876_CLEARTRIP,CLEARTRIP,19.100492,72.89176,Mumbai,400072,OYO Rooms
1326878_CLEARTRIP,CLEARTRIP,19.792656,85.810684,Puri,752001,OYO Rooms
1326886_CLEARTRIP,CLEARTRIP,10.922527,79.83771,Karaikal,609602,NA
1326758_CLEARTRIP,CLEARTRIP,18.527245,73.87666,Pune,411001,OYO Rooms
1326892_CLEARTRIP,CLEARTRIP,19.802797,85.83264,Puri,752001,OYO Rooms
1326928_CLEARTRIP,CLEARTRIP,13.048526,80.2246,Chennai,600024,OYO Rooms
1326924_CLEARTRIP,CLEARTRIP,12.823883,80.23094,Chennai,603103,OYO Rooms
1326930_CLEARTRIP,CLEARTRIP,17.429493,78.429596,Hyderabad,500073,OYO Rooms
1326906_CLEARTRIP,CLEARTRIP,13.042036,77.612404,Bangalore,560045,Carlson Hotels 
1326932_CLEARTRIP,CLEARTRIP,13.063028,80.27394,Chennai,600005,OYO Rooms
1326934_CLEARTRIP,CLEARTRIP,12.996927,80.199684,Chennai,600016,OYO Rooms
1327030_CLEARTRIP,CLEARTRIP,18.545214,73.905556,Pune,411006,OYO Rooms
1326982_CLEARTRIP,CLEARTRIP,13.014155,80.18058,Chennai,600116,OYO Rooms
1327046_CLEARTRIP,CLEARTRIP,26.21997,72.96147,Jodhpur,NA,NA
1327056_CLEARTRIP,CLEARTRIP,29.395145,79.44508,Nainital,263001,OYO Rooms
1327058_CLEARTRIP,CLEARTRIP,18.507349,73.93289,Pune,411028,OYO Rooms
1326958_CLEARTRIP,CLEARTRIP,12.971896,80.24532,Chennai,600096,OYO Rooms
1327060_CLEARTRIP,CLEARTRIP,18.50955,73.84634,Pune,411030,OYO Rooms
1327072_CLEARTRIP,CLEARTRIP,30.460035,78.07248,Mussoorie,248179,OYO Rooms
1327070_CLEARTRIP,CLEARTRIP,12.998282,77.61315,Bangalore,560005,NA
1326888_CLEARTRIP,CLEARTRIP,31.622688,74.8801,Amritsar,143001,OYO Rooms
1327082_CLEARTRIP,CLEARTRIP,22.582008,88.41049,Kolkata,700064,OYO Rooms
