1325246_CLEARTRIP,CLEARTRIP,28.496336,77.103806,Gurgaon,122002,OYO,cluster3,OYO Rooms DLF City Club II
1325258_CLEARTRIP,CLEARTRIP,30.458782,78.05952,Mussoorie,248179,OYO,cluster3,OYO Premium Doon View Library
1325284_CLEARTRIP,CLEARTRIP,13.054605,80.1998,Chennai,600093,NA,cluster10,Karuna Regent
1325202_CLEARTRIP,CLEARTRIP,32.224182,77.19018,Manali,175131,OYO,cluster12,OYO Rooms Valley View Manali
1325394_CLEARTRIP,CLEARTRIP,22.645912,88.43372,Kolkata,700081,OYO,cluster14,OYO Rooms Airport Gate No 2 Bus Stop
1325384_CLEARTRIP,CLEARTRIP,22.562243,88.46488,Kolkata,700156,OYO,cluster14,OYO Premium Water Park Rajarhat
1325192_CLEARTRIP,CLEARTRIP,10.247289,77.48558,Kodaikanal,624101,OYO,cluster11,'OYO Rooms Bird''s Nest Rifle Range Road'
1325442_CLEARTRIP,CLEARTRIP,22.752436,75.88737,Indore,452010,OYO,cluster14,OYO Rooms Meghdoot Garden
1325456_CLEARTRIP,CLEARTRIP,22.66748,75.82147,Indore,452012,OYO,cluster14,OYO Rooms Rajendra Nagar Behind D Mart
1325432_CLEARTRIP,CLEARTRIP,32.251553,77.182274,Manali,175131,NA,cluster12,The SunShine Guest House
1325492_CLEARTRIP,CLEARTRIP,22.74691,75.896996,Indore,452001,OYO,cluster14,OYO Rooms PU4 Vijaynagar
1325534_CLEARTRIP,CLEARTRIP,20.420301,72.83267,Daman,396210,OYO,cluster1,OYO Premium Near Tin Batti Devka Road
1325548_CLEARTRIP,CLEARTRIP,26.842712,80.99066,Lucknow,226010,OYO,cluster4,OYO Premium Dayal Chowk
1325572_CLEARTRIP,CLEARTRIP,11.990878,79.82545,Pondicherry,605101,OYO,cluster9,OYO Rooms Auroville
1325570_CLEARTRIP,CLEARTRIP,27.497034,77.67097,Mathura,281003,OYO,cluster4,OYO Rooms Krishna Janambhumi
1325574_CLEARTRIP,CLEARTRIP,20.490608,85.84452,Cuttack,753008,OYO,cluster1,OYO Premium Ring Road Cuttack
1325578_CLEARTRIP,CLEARTRIP,32.236168,76.324745,Dharamshala,176219,NA,cluster12,Hotel Hill Town
1325582_CLEARTRIP,CLEARTRIP,26.802708,80.89567,Lucknow,226018,OYO,cluster4,OYO Rooms Lucknow Junction
1325584_CLEARTRIP,CLEARTRIP,25.296837,83.003265,Varanasi,221001,OYO,cluster7,OYO Rooms Godowlia Shivala Road
1325586_CLEARTRIP,CLEARTRIP,25.34279,82.97338,Varanasi,221002,OYO,cluster7,OYO Rooms Mall Road Cantonment
1325312_CLEARTRIP,CLEARTRIP,28.46777,77.07994,Gurgaon,122002,OYO,cluster3,OYO Rooms IFFCO Metro II
1325564_CLEARTRIP,CLEARTRIP,11.933746,79.77517,Pondicherry,605013,OYO,cluster9,OYO Premium Lenin Street
1325600_CLEARTRIP,CLEARTRIP,30.369198,78.07452,Dehradun,248001,OYO,cluster3,OYO Premium Pacific Mall Rajpur Road
1325624_CLEARTRIP,CLEARTRIP,31.636602,74.87415,Amritsar,143001,OYO,cluster12,OYO Rooms Queens Road
1325614_CLEARTRIP,CLEARTRIP,15.495207,73.81975,Goa,403001,OYO,cluster6,OYO Rooms Campal Panjim
1325680_CLEARTRIP,CLEARTRIP,23.020077,72.559875,Ahmedabad,380006,OYO,cluster14,OYO Premium Parimal Garden
1325644_CLEARTRIP,CLEARTRIP,12.971704,80.191025,Chennai,600100,NA,cluster10,The Mangrove Wood Residency
1325672_CLEARTRIP,CLEARTRIP,12.948001,77.59455,Bangalore,560027,NA,cluster10,Temple Tree Hotel
1325682_CLEARTRIP,CLEARTRIP,24.594196,73.769516,Udaipur,313001,OYO,cluster7,OYO Premium Airport Road Udaipur
1325684_CLEARTRIP,CLEARTRIP,23.026173,72.56561,Ahmedabad,380006,OYO,cluster14,OYO Premium Law Garden
1325634_CLEARTRIP,CLEARTRIP,31.63709,74.865456,Amritsar,143001,OYO,cluster12,OYO Rooms Amritsar Railway Station 3
1325704_CLEARTRIP,CLEARTRIP,15.518742,73.76457,Goa,403515,OYO,cluster6,OYO Rooms Candolim Beach Cottages
1325728_CLEARTRIP,CLEARTRIP,15.59684,73.738106,Goa,403509,OYO,cluster6,OYO Rooms Vagator Ozran Beach 2
1325730_CLEARTRIP,CLEARTRIP,27.156672,78.05023,Agra,282001,OYO,cluster4,OYO Premium Behind KFC Fatehabad Road
1325732_CLEARTRIP,CLEARTRIP,15.291088,73.910805,Goa,403708,OYO,cluster6,OYO Premium Colva Betalbatim Beach
1325736_CLEARTRIP,CLEARTRIP,25.309837,83.003876,Varanasi,221001,OYO,cluster7,OYO Rooms Godowlia Dashashwamedha Road
1325742_CLEARTRIP,CLEARTRIP,29.395235,79.44348,Nainital,263001,OYO,cluster3,OYO Rooms Walk in Woods
1325746_CLEARTRIP,CLEARTRIP,15.533512,73.76152,Goa,403516,OYO,cluster6,OYO Rooms Calangute Holiday Street
1325750_CLEARTRIP,CLEARTRIP,30.30409,78.011856,Dehradun,248001,OYO,cluster3,OYO Rooms Saharanpur Road
1325754_CLEARTRIP,CLEARTRIP,8.496683,76.949005,Trivandrum,695001,OYO,cluster11,OYO ROOMS YMCA Road
1325756_CLEARTRIP,CLEARTRIP,8.520437,76.94527,Trivandrum,695004,OYO,cluster11,OYO Rooms Pattom Marappalam Road
1325748_CLEARTRIP,CLEARTRIP,28.542585,77.2419,New Delhi,110019,NA,cluster3,Hotel The JK @ Nehru Place
1325726_CLEARTRIP,CLEARTRIP,27.15814,78.00039,Agra,282001,OYO,cluster4,OYO Premium Agra Cantt Railway Station
1325758_CLEARTRIP,CLEARTRIP,9.982896,76.28216,Kochi,682035,OYO,cluster11,OYO Premium MG Road Near Central Square Mall
